Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Crafoord Prize in Astronomy,2024,Conny Aerts,For pioneering contributions to asteroseismology,https://en.wikipedia.org/wiki/Conny_Aerts,https://openalex.org/authors/A5071357492,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Profile correct (C. Aerts at KU Leuven). Top subfield already Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
Crafoord Prize in Astronomy,2024,Douglas Gough,For pioneering contributions to helioseismology and stellar physics,https://en.wikipedia.org/wiki/Douglas_Gough,https://openalex.org/authors/A5080435077,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Profile correct (D. O. Gough at Cambridge). Top subfield already Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
Crafoord Prize in Astronomy,2024,Jorgen Christensen-Dalsgaard,For pioneering contributions to helioseismology and stellar physics,https://en.wikipedia.org/wiki/J%C3%B8rgen_Christensen-Dalsgaard,https://openalex.org/authors/A5010967180,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Profile correct (J. Christensen-Dalsgaard at Aarhus). Top subfield already Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
Crafoord Prize in Biosciences,2015,Richard Lewontin,For pioneering analyses and fundamental contributions to understanding of genetic polymorphism,https://en.wikipedia.org/wiki/Richard_Lewontin,https://openalex.org/authors/A5058028741,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Profile correct (Richard C Lewontin). Top subfield Genetics matches prize citation.,individual,1.0,Life Sciences & Medicine
Crafoord Prize in Biosciences,2015,Tomoko Ohta,For pioneering analyses and fundamental contributions to understanding of genetic polymorphism,https://en.wikipedia.org/wiki/Tomoko_Ohta,https://openalex.org/authors/A5100810972,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology","Profile correct (Tomoko Ohta at National Institute of Genetics, Japan). Top subfield Genetics matches.",individual,1.0,Life Sciences & Medicine
Crafoord Prize in Biosciences,2019,Sallie W. Chisholm,"For discovery and pioneering studies of Prochlorococcus, the most abundant photosynthetic organism on Earth",https://en.wikipedia.org/wiki/Penny_Chisholm,https://openalex.org/authors/A5045427029,Ecology,2303.0,Environmental Science,Physical Sciences,Yes,,Ecology,2303.0,Environmental Science,Profile correct (Sallie W. Chisholm at MIT). Ecology fits for Prochlorococcus/microbial ecology work.,individual,1.0,Earth Sciences
Crafoord Prize in Biosciences,2023,Dolph Schluter,For pioneering research on mechanisms of adaptive radiation and ecological speciation,https://en.wikipedia.org/wiki/Dolph_Schluter,https://openalex.org/authors/A5047110566,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,"Ecology, Evolution, Behavior and Systematics",1105.0,Agricultural and Biological Sciences,"Profile correct (Dolph Schluter at UBC). Changed from Genetics to Ecology, Evolution, Behavior and Systematics which better fits adaptive radiation/ecological speciation work.",individual,1.0,Ag. & natural resources
Crafoord Prize in Geosciences,2018,Susan Solomon,For fundamental contributions to understanding how gases in the atmosphere affect Earth's climate,https://en.wikipedia.org/wiki/Susan_Solomon,https://openalex.org/authors/A5019124017,Atmospheric Science,1902.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Atmospheric Science,1902.0,Earth and Planetary Sciences,Profile correct (Susan Solomon at MIT). Atmospheric Science matches prize citation.,individual,1.0,Earth Sciences
Crafoord Prize in Geosciences,2018,Syukuro Manabe,For fundamental contributions to understanding how gases in the atmosphere affect Earth's climate,https://en.wikipedia.org/wiki/Syukuro_Manabe,https://openalex.org/authors/A5045338372,Global and Planetary Change,2306.0,Environmental Science,Physical Sciences,Yes,,Atmospheric Science,1902.0,Earth and Planetary Sciences,Profile correct (Syukuro Manabe at Princeton). Changed from Global and Planetary Change to Atmospheric Science for better Earth and Planetary Sciences alignment.,individual,1.0,Earth Sciences
Crafoord Prize in Geosciences,2022,Andrew H. Knoll,For fundamental contributions to our understanding of the first three billion years of life on Earth and life's interactions with the physical environment through time,https://en.wikipedia.org/wiki/Andrew_H._Knoll,https://openalex.org/authors/A5016662094,Paleontology,1911.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Paleontology,1911.0,Earth and Planetary Sciences,Profile correct (Andrew H. Knoll). Paleontology matches prize citation on early life on Earth.,individual,1.0,Earth Sciences
Crafoord Prize in Mathematics,2016,Yakov Eliashberg,For development of contact and symplectic topology and groundbreaking discoveries of rigidity and flexibility phenomena,https://en.wikipedia.org/wiki/Yakov_Eliashberg,https://openalex.org/authors/A5012294913,Geometry and Topology,2608.0,Mathematics,Physical Sciences,Yes,,Geometry and Topology,2608.0,Mathematics,Profile correct (Yakov Eliashberg at Stanford). Geometry and Topology matches.,individual,1.0,Math
Crafoord Prize in Mathematics,2020,Enrico Bombieri,"For outstanding and influential contributions in all major areas of mathematics, particularly number theory, analysis and algebraic geometry",https://en.wikipedia.org/wiki/Enrico_Bombieri,https://openalex.org/authors/A5060555951,Geometry and Topology,2608.0,Mathematics,Physical Sciences,Yes,,Algebra and Number Theory,2602.0,Mathematics,Profile correct (Enrico Bombieri). Changed from Geometry and Topology to Algebra and Number Theory which better matches citation emphasizing number theory.,individual,1.0,Math
Crafoord Prize in Mathematics,2024,Claire Voisin,"For outstanding contributions to complex algebraic geometry, including Hodge theory, algebraic cycles and hyperkahler geometry",https://en.wikipedia.org/wiki/Claire_Voisin,https://openalex.org/authors/A5111439625,Geometry and Topology,2608.0,Mathematics,Physical Sciences,Yes,,Geometry and Topology,2608.0,Mathematics,Profile correct (Claire Voisin at CNRS/Sorbonne). Geometry and Topology matches algebraic geometry work.,individual,1.0,Math
Crafoord Prize in Polyarthritis,2017,Alexander Rudensky,"For discoveries relating to regulatory T cells, which counteract harmful immune reactions in arthritis and autoimmune diseases",https://en.wikipedia.org/wiki/Alexander_Rudensky,https://openalex.org/authors/A5030125111,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403.0,Immunology and Microbiology,Profile correct (Alexander Y. Rudensky at Memorial Sloan Kettering). Immunology matches.,individual,1.0,Life Sciences & Medicine
Crafoord Prize in Polyarthritis,2017,Fred Ramsdell,"For discoveries relating to regulatory T cells, which counteract harmful immune reactions in arthritis and autoimmune diseases",https://en.wikipedia.org/wiki/Fred_Ramsdell,https://openalex.org/authors/A5050752577,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403.0,Immunology and Microbiology,Profile correct (Fred Ramsdell). Immunology matches.,individual,1.0,Life Sciences & Medicine
Crafoord Prize in Polyarthritis,2017,Shimon Sakaguchi,"For discoveries relating to regulatory T cells, which counteract harmful immune reactions in arthritis and autoimmune diseases",https://en.wikipedia.org/wiki/Shimon_Sakaguchi,https://openalex.org/authors/A5025764166,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403.0,Immunology and Microbiology,Profile correct (Shimon Sakaguchi at Osaka University). Immunology matches.,individual,1.0,Life Sciences & Medicine
Crafoord Prize in Polyarthritis,2021,Daniel L. Kastner,For defining autoinflammatory diseases where the innate immune system attacks the body's own tissues,https://en.wikipedia.org/wiki/Daniel_L._Kastner,https://openalex.org/authors/A5031169759,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Immunology,2403.0,Immunology and Microbiology,"Profile correct (Daniel L. Kastner at NIH). Changed from Molecular Biology to Immunology which better fits autoinflammatory diseases/innate immune system work. | 2026-09-11 coverage audit: year 2022 -> 2021; crafoordprize.se: Polyarthritis is due every fourth year (2013, 2017, 2021, 2025); Kastner is the 2021 laureate, the 2022 date is the COVID-delayed ceremony. Fo",individual,1.0,Life Sciences & Medicine
Eni Award,2015,Helmut Schwarz,New Frontiers of Hydrocarbons - Downstream: catalytic research for energy applications,https://en.wikipedia.org/wiki/Helmut_Schwarz,https://openalex.org/authors/A5059088310,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,Physical and Theoretical Chemistry,1606,Chemistry,Helmut Schwarz at TU Berlin. Changed from Atomic/Molecular Physics to Phys/Theor Chem.,individual,1.0,Chemistry
Eni Award,2015,Johan Olof Anders Robertsson,New Frontiers of Hydrocarbons - Upstream: seismic data processing research,https://en.wikipedia.org/wiki/Johan_Olof_Anders_Robertsson,https://openalex.org/authors/A5000290696,Geophysics,1907.0,Earth and Planetary Sciences,Physical Sciences,Yes,https://openalex.org/authors/A5000290696,Geophysics,1907,Earth and Planetary Sciences,Found: Johan O. A. Robertsson A5000290696 at ETH Zurich.,individual,1.0,Earth Sciences
Eni Award,2015,Menachem Elimelech,Protection of the Environment: application of stable isotope geochemistry for water resources,https://en.wikipedia.org/wiki/Menachem_Elimelech,https://openalex.org/authors/A5068569670,Water Science and Technology,2312.0,Environmental Science,Physical Sciences,Yes,,Water Science and Technology,2312,Environmental Science,Menachem Elimelech correct.,individual,1.0,Earth Sciences
Eni Award,2015,Mercouri Kanatzidis,Renewable Energy: research on advanced materials for solar energy conversion,https://en.wikipedia.org/wiki/Mercouri_Kanatzidis,https://openalex.org/authors/A5035758112,"Electronic, Optical and Magnetic Materials",2504.0,Materials Science,Physical Sciences,Yes,,"Electronic, Optical and Magnetic Materials",2504,Materials Science,Mercouri Kanatzidis at Northwestern correct.,individual,1.0,Materials and mining engineering
Eni Award,2016,Christopher Ballentine,,,https://openalex.org/authors/A5078244944,Geophysics,1908.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Geophysics,1908,Earth and Planetary Sciences,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (338 works); HAND_OVERRIDE: found as 'C. J. Ballentine': 338 works; Geophysics. Source: https://www.st-hughs.ox.ac.uk/professor-ballentine-eni/",individual,1.0,Earth Sciences
Eni Award,2016,David Milstein,,,https://openalex.org/authors/A5081692819,Inorganic Chemistry,1604.0,Chemistry,Physical Sciences,Yes,,Inorganic Chemistry,1604,Chemistry,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (758 works). Source: https://www.greenplanner.it/2016/10/21/eni-award-vincitori-premio/",individual,1.0,Chemistry
Eni Award,2016,Emiliano Mutti,,,https://openalex.org/authors/A5013566849,Earth-Surface Processes,1904.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Earth-Surface Processes,1904,Earth and Planetary Sciences,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (55 works). Source: https://www.st-hughs.ox.ac.uk/professor-ballentine-eni/",individual,1.0,Earth Sciences
Eni Award,2016,Johannes Lercher,,,https://openalex.org/authors/A5057378771,Inorganic Chemistry,1604.0,Chemistry,Physical Sciences,Yes,,Inorganic Chemistry,1604,Chemistry,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (866 works); HAND_OVERRIDE: found as 'Johannes A. Lercher': 866 works; Inorganic Chemistry. Source: https://www.greenplanner.it/2016/10/21/eni-award-vincitori-premio/",individual,1.0,Chemistry
Eni Award,2017,Graham Hutchings,Advanced Environmental Solutions: development of low environmental impact catalysts,https://en.wikipedia.org/wiki/Graham_Hutchings,https://openalex.org/authors/A5020068159,Materials Chemistry,2505.0,Materials Science,Physical Sciences,Yes,,Catalysis,1503,Chemical Engineering,Graham Hutchings at Cardiff. Changed to Catalysis.,individual,1.0,Chemistry
Eni Award,2017,Jens Nielsen,Energy Frontiers: engineering of microorganisms for fuels and chemicals from renewables,https://en.wikipedia.org/wiki/Jens_Nielsen,https://openalex.org/authors/A5083238115,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",Jens Nielsen correct.,individual,1.0,Life Sciences & Medicine
Eni Award,2017,Robert Schlogl,Energy Transition: hydrogen and methane production from renewable sources,https://en.wikipedia.org/wiki/Robert_Schl%C3%B6gl,https://openalex.org/authors/A5109860916,Materials Chemistry,2505.0,Materials Science,Physical Sciences,Yes,,Materials Chemistry,2505,Materials Science,Robert Schlogl correct.,individual,1.0,Materials and mining engineering
Eni Award,2018,Omar M. Yaghi,Energy Transition: research on crystalline-porous solids (MOFs and COFs),https://en.wikipedia.org/wiki/Omar_M._Yaghi,https://openalex.org/authors/A5044268160,Inorganic Chemistry,1604.0,Chemistry,Physical Sciences,Yes,,Inorganic Chemistry,1604,Chemistry,Omar Yaghi at UC Berkeley correct.,individual,1.0,Chemistry
Eni Award,2018,Sang Yup Lee,Advanced Environmental Solutions: engineering of microorganisms for chemical products,https://en.wikipedia.org/wiki/Sang_Yup_Lee,https://openalex.org/authors/A5100616675,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",Sang Yup Lee at KAIST correct.,individual,1.0,Life Sciences & Medicine
Eni Award,2018,Zhong Lin Wang,Energy Frontiers: triboelectric nanogenerators for energy harvesting,https://en.wikipedia.org/wiki/Zhong_Lin_Wang,https://openalex.org/authors/A5100376569,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208,Engineering,Zhong Lin Wang. Changed from Biomedical Eng.,individual,1.0,"Computing, electrical"
